,activity,group,CMPD_CHEMBLID,exp
1229,2.68,train,CHEMBL181610,2.6700001
1230,2.54,train,CHEMBL129198,2.4000001
1231,2.59,train,CHEMBL2170837,4.1999998
1232,3.18,train,CHEMBL1631473,1.21
1233,1.78,train,CHEMBL514257,3.75
1234,1.15,train,CHEMBL2030446,2.3800001
1235,2.0,train,CHEMBL2088093,3.0699999
1236,2.44,train,CHEMBL272842,0.80000001
1237,2.22,train,CHEMBL550496,1.9400001
1238,1.12,train,CHEMBL2172003,3.49
1239,3.03,train,CHEMBL2031467,1.47
1240,-1.01,train,CHEMBL1489473,3.6199999
1241,2.5,train,CHEMBL325486,3.4000001
1242,1.1,train,CHEMBL2086687,3.0
1243,2.41,train,CHEMBL1566172,2.3399999
1244,3.3,train,CHEMBL339670,1.26
1245,0.88,train,CHEMBL1947156,2.3199999
1246,2.8,train,CHEMBL457888,2.4300001
1247,2.9,train,CHEMBL232846,3.1199999
1248,1.18,train,CHEMBL2321992,0.62
1249,3.31,train,CHEMBL183492,3.5999999
1250,1.31,train,CHEMBL1916288,0.44999999
1251,1.6,train,CHEMBL2158841,2.98
1252,3.31,train,CHEMBL1270773,2.5
1253,2.77,train,CHEMBL2335885,3.23
1254,1.83,train,CHEMBL2086670,2.8900001
1255,0.5,train,CHEMBL477785,2.52
1256,3.36,train,CHEMBL61236,1.7
1257,0.4,train,CHEMBL1455292,0.80000001
1258,2.6,train,CHEMBL2207665,2.76
1259,3.3,train,CHEMBL1645108,3.0999999
1260,2.01,train,CHEMBL2087848,3.6099999
1261,2.76,train,CHEMBL2172000,2.7
1262,2.2,train,CHEMBL1957460,2.0
1263,3.3,train,CHEMBL98350,2.9000001
1264,3.1,train,CHEMBL1916543,0.2
1265,2.12,train,CHEMBL301928,2.0
1266,0.72,train,CHEMBL1917447,-0.16
1267,2.1,train,CHEMBL256348,2.7
1268,2.4,train,CHEMBL2179282,1.97
1269,0.84,train,CHEMBL480208,2.46
1270,2.3,train,CHEMBL1054,0.37
1271,2.64,train,CHEMBL1904754,0.99000001
1272,1.28,train,CHEMBL2208422,3.4200001
1273,1.02,train,CHEMBL1727809,3.8
1274,4.49,train,CHEMBL153370,0.079999998
1275,1.2,train,CHEMBL366975,0.89999998
1276,3.5,train,CHEMBL407391,0.94999999
1277,1.98,train,CHEMBL584991,2.7
1278,2.71,train,CHEMBL1422545,0.87
1279,2.37,train,CHEMBL1427554,2.5899999
1280,2.48,train,CHEMBL1957361,3.0
1281,3.63,train,CHEMBL2089383,1.6799999
1282,2.83,train,CHEMBL2331751,2.3
1283,-0.42,train,CHEMBL2207671,2.6300001
1284,2.74,train,CHEMBL2068760,0.44
1285,2.63,train,CHEMBL187392,3.4000001
1286,3.2,train,CHEMBL2216870,2.72
1287,0.22,train,CHEMBL558752,3.45
1288,3.11,train,CHEMBL47633,2.2
1289,3.22,train,CHEMBL2218940,3.4000001
1290,3.6,train,CHEMBL93,2.05
1291,3.0,train,CHEMBL1490317,1.52
1292,3.6,train,CHEMBL128782,3.0
1293,3.96,train,CHEMBL515605,1.4400001
1294,1.91,train,CHEMBL1752,-1.25
1295,1.24,train,CHEMBL239640,2.03
1296,2.23,train,CHEMBL130873,2.51
1297,3.42,train,CHEMBL306380,4.0999998999999985
1298,3.8,train,CHEMBL218677,3.0999999
1299,3.99,train,CHEMBL339059,1.75
1300,2.17,train,CHEMBL264666,1.84
1301,1.09,train,CHEMBL2036595,3.5999999
1302,2.61,train,CHEMBL1770464,2.03
1303,2.4,train,CHEMBL1939739,3.5799999
1304,2.04,train,CHEMBL292303,-0.92000002
1305,3.9,train,CHEMBL204887,4.0500002
1306,1.62,train,CHEMBL469007,3.97
1307,3.98,train,CHEMBL1934413,1.5700001
1308,3.41,train,CHEMBL226855,1.52
1309,3.2,train,CHEMBL2165067,0.82999998
1310,3.3,train,CHEMBL2017259,2.2
1311,0.7,train,CHEMBL1571558,1.1
1312,1.47,train,CHEMBL1916279,1.46
1313,1.91,train,CHEMBL2030442,1.7
1314,3.35,train,CHEMBL1933596,1.72
1315,3.7,train,CHEMBL325475,3.75
1316,0.77,train,CHEMBL1778647,0.62
1317,3.44,train,CHEMBL2158775,2.77
1318,-0.18,train,CHEMBL1683035,2.3599999
1319,3.4,train,CHEMBL247366,2.3
1320,-0.51,train,CHEMBL2169919,2.4000001
1321,2.23,train,CHEMBL488,0.60000002
1322,2.94,train,CHEMBL515,1.47
1323,0.47,train,CHEMBL367556,0.66000003
1324,3.0,train,CHEMBL1782167,3.3599999
1325,1.31,train,CHEMBL1369407,3.1700001
1326,3.1,train,CHEMBL2165061,0.97000003
1327,2.39,train,CHEMBL1475400,1.6900001
1328,2.92,train,CHEMBL322640,2.5999999
1329,2.41,train,CHEMBL218573,3.1500001
1330,4.26,train,CHEMBL1995703,2.8399999
1331,2.8,train,CHEMBL2333993,2.22
1332,1.15,train,CHEMBL1345333,3.3699999
1333,1.95,train,CHEMBL2070951,1.66
1334,2.2,train,CHEMBL1944695,1.11
1335,-0.7,train,CHEMBL17,0.92000002
1336,-1.41,train,CHEMBL1524763,3.0999999
1337,-0.41,train,CHEMBL196444,1.0
1338,2.05,train,CHEMBL190270,3.8199999
1339,1.8,train,CHEMBL1230668,-1.45
1340,1.9,train,CHEMBL233227,1.99
1341,3.9,train,CHEMBL112747,2.0599999
1342,3.28,train,CHEMBL1834184,3.4000001
1343,1.2,train,CHEMBL205133,1.9400001
1344,2.7,train,CHEMBL1957841,3.3
1345,3.2,train,CHEMBL300791,3.3
1346,1.85,train,CHEMBL225519,1.49
1347,-0.51,train,CHEMBL369311,3.0
1348,4.28,train,CHEMBL214957,2.74
1349,0.9,train,CHEMBL224615,2.3399999
1350,2.92,train,CHEMBL287200,2.8
1351,2.24,train,CHEMBL1933593,1.83
1352,3.0,train,CHEMBL89363,1.2
1353,0.46,train,CHEMBL478828,3.4300001000000004
1354,0.37,train,CHEMBL1650726,1.8200001
1355,1.12,train,CHEMBL563784,2.0899999
1356,2.39,train,CHEMBL1917422,3.25
1357,-0.62,train,CHEMBL1644,-0.86000001
1358,0.82,train,CHEMBL900,1.47
1359,2.99,train,CHEMBL2087084,3.0999999
1360,3.4,train,CHEMBL1939560,2.9000001
1361,2.84,train,CHEMBL583390,3.4000001
1362,2.04,train,CHEMBL2331742,-1.28
1363,-0.33,train,CHEMBL1164165,2.5
1364,2.7,train,CHEMBL199237,2.7
1365,2.56,train,CHEMBL2177157,2.6600001
1366,2.23,train,CHEMBL575073,2.55
1367,2.65,train,CHEMBL2326472,1.0599999
1368,3.58,train,CHEMBL1402150,2.0
1369,1.99,train,CHEMBL113905,1.91
1370,2.67,train,CHEMBL1606366,3.3499999
1371,1.44,train,CHEMBL238620,1.96
1372,0.68,train,CHEMBL90125,3.4200001
1373,0.58,train,CHEMBL2036738,3.2
1374,1.39,train,CHEMBL257027,2.75
1375,3.5,train,CHEMBL2335882,2.6500001
1376,1.5,train,CHEMBL1197051,0.56
1377,0.31,train,CHEMBL2010835,2.9000001
1378,2.6,train,CHEMBL1683446,3.27
1379,1.83,train,CHEMBL1614709,2.9000001
1380,3.68,train,CHEMBL1420171,1.74
1381,0.97,train,CHEMBL476577,2.76
1382,2.3,train,CHEMBL206956,1.0700001
1383,3.57,train,CHEMBL129660,0.60000002
1384,2.22,train,CHEMBL1288718,3.71
1385,0.78,train,CHEMBL2010852,2.0999999
1386,-0.34,train,CHEMBL1950720,2.47
1387,2.63,train,CHEMBL428848,1.05
1388,3.2,train,CHEMBL2088108,2.5
1389,1.82,train,CHEMBL1916537,0.66000003
1390,2.38,train,CHEMBL184243,2.46
1391,2.79,train,CHEMBL2058533,3.24
1392,1.7,train,CHEMBL1200558,-0.46000001
1393,1.4,train,CHEMBL207687,3.4200001
1394,3.7,train,CHEMBL44793,1.52
1395,3.0,train,CHEMBL324983,2.8399999
1396,2.3,train,CHEMBL1682956,3.45
1397,3.7,train,CHEMBL1980161,1.7
1398,1.78,train,CHEMBL1256487,0.49000001
1399,2.29,train,CHEMBL1643196,1.38
1400,2.09,train,CHEMBL383696,4.21
1401,1.69,train,CHEMBL2158840,2.6800001
1402,2.6,train,CHEMBL422648,0.47
1403,0.27,train,CHEMBL2010844,3.3
1404,1.87,train,CHEMBL175627,0.80000001
1405,1.88,train,CHEMBL1824034,0.82999998
1406,0.24,train,CHEMBL402934,3.9000001
1407,2.5,train,CHEMBL214665,2.98
1408,2.86,train,CHEMBL1643200,2.4100001
1409,0.49,train,CHEMBL1957038,3.8
1410,3.88,train,CHEMBL139725,0.82999998
1411,2.08,train,CHEMBL1566034,1.21
1412,1.6,train,CHEMBL108249,1.5700001
1413,2.12,train,CHEMBL211175,2.55
1414,2.72,train,CHEMBL2086668,3.5
1415,1.58,train,CHEMBL75200,0.2
1416,2.9,train,CHEMBL2164742,0.11
1417,3.3,train,CHEMBL1645493,1.01
1418,2.69,train,CHEMBL1270279,2.78
1419,2.01,train,CHEMBL256117,2.8199999
1420,2.0,train,CHEMBL2147475,-0.039999999
1421,2.68,train,CHEMBL1609158,3.3699999
1422,2.63,train,CHEMBL2031556,-0.050000001
1423,2.0,train,CHEMBL1917431,0.54000002
1424,3.2,train,CHEMBL1917446,0.05999999900000001
1425,1.19,train,CHEMBL314437,0.80000001
1426,1.62,train,CHEMBL303165,2.5
1427,0.29,train,CHEMBL2207603,-0.52999997
1428,0.6,train,CHEMBL321467,2.6199999
1429,2.3,train,CHEMBL2059005,2.9000001
1430,1.56,train,CHEMBL2349312,4.3000002
1431,2.44,train,CHEMBL1180237,0.69999999
1432,3.7,train,CHEMBL1650735,2.1800001
1433,3.68,train,CHEMBL1224216,2.0999999
1434,3.9,train,CHEMBL183293,3.5
1435,2.37,train,CHEMBL220346,3.0
1436,3.93,train,CHEMBL2036757,3.5699999
1437,2.9,train,CHEMBL2177758,-0.1
1438,2.5,train,CHEMBL2030961,-0.050000001
1439,1.33,train,CHEMBL477568,2.3900001
1440,3.17,train,CHEMBL513533,2.71
1441,1.25,train,CHEMBL2335892,2.98
1442,3.92,train,CHEMBL191413,0.50999999
1443,1.26,train,CHEMBL298384,2.5999999
1444,-0.09,train,CHEMBL283334,3.5999999
1445,1.54,train,CHEMBL2062565,2.6900001
1446,2.9,train,CHEMBL1689123,0.44
1447,-0.14,train,CHEMBL48966,3.3
1448,4.2,train,CHEMBL2349334,3.22
1449,2.55,train,CHEMBL1940316,1.64
1450,3.63,train,CHEMBL186542,2.54
1451,2.12,train,CHEMBL1824608,3.6700001
1452,3.35,train,CHEMBL1916284,2.3499999
1453,1.1,train,CHEMBL101892,-0.87
1454,3.41,train,CHEMBL188504,3.5899999
1455,0.3,train,CHEMBL442591,2.8099999
1456,-0.55,train,CHEMBL133996,-0.0099999998
1457,1.19,train,CHEMBL515001,3.01
1458,-0.83,train,CHEMBL2165615,2.0999999
1459,1.99,train,CHEMBL505610,3.4000001
1460,2.65,train,CHEMBL2360367,3.27
1461,2.48,train,CHEMBL25710,3.5699999
1462,2.6,train,CHEMBL572629,3.9000001
1463,3.05,train,CHEMBL1784355,1.34
1464,1.72,train,CHEMBL222659,4.2399998
1465,2.5,train,CHEMBL272980,2.28
1466,1.97,train,CHEMBL266922,2.05
1467,3.56,train,CHEMBL1241982,1.3
1468,2.79,train,CHEMBL2322001,1.64
1469,0.51,train,CHEMBL1618762,1.65
1470,2.21,train,CHEMBL40,0.050000001
1471,2.26,train,CHEMBL1796299,1.77
1472,3.54,train,CHEMBL2031229,2.75
1473,3.56,train,CHEMBL44,3.0599999
1474,0.84,train,CHEMBL2023117,3.4200001
1475,2.71,train,CHEMBL457016,2.8
1476,0.9,train,CHEMBL1917438,2.6099999
1477,3.99,train,CHEMBL1762546,2.9000001
1478,0.78,train,CHEMBL11098,2.47
1479,1.75,train,CHEMBL2324355,3.7
1480,1.12,train,CHEMBL1669155,2.2
1481,3.0,train,CHEMBL1782927,2.7
1482,2.01,train,CHEMBL562690,1.5599999
1483,2.7,train,CHEMBL2178372,1.6
1484,3.26,train,CHEMBL1900501,3.0899999
1485,2.29,train,CHEMBL1425658,3.6500001
1486,-1.5,train,CHEMBL2048873,1.5599999
1487,2.2,train,CHEMBL507803,3.1099999
1488,4.07,train,CHEMBL2334381,3.3
1489,1.6,train,CHEMBL1368601,3.3
1490,1.29,train,CHEMBL1223246,2.77
1491,-0.37,train,CHEMBL1331627,1.0
1492,2.3,train,CHEMBL440405,1.5
1493,1.71,train,CHEMBL201799,2.8599999
1494,1.86,train,CHEMBL426576,1.51
1495,2.4,train,CHEMBL1783287,3.26
1496,2.41,train,CHEMBL1934417,0.77999997
1497,1.68,train,CHEMBL254165,2.51
1498,2.76,train,CHEMBL2349309,2.9000001
1499,3.22,train,CHEMBL1518,0.69999999
1500,4.43,train,CHEMBL1417095,0.60000002
1501,0.24,train,CHEMBL1437065,0.81
1502,2.7,train,CHEMBL49739,0.63
1503,1.18,train,CHEMBL1783264,4.48
1504,1.1,train,CHEMBL696,0.23
1505,3.1,train,CHEMBL2035022,2.0
1506,1.65,train,CHEMBL1223526,3.29
1507,1.91,train,CHEMBL256998,1.6
1508,1.88,train,CHEMBL2010848,2.0999999
1509,2.19,train,CHEMBL53841,0.98000002
1510,3.47,train,CHEMBL1222330,-1.1
1511,-0.03,train,CHEMBL1084327,1.1799999
1512,2.9,train,CHEMBL329785,2.0
1513,0.35,train,CHEMBL487067,2.0899999
1514,2.34,train,CHEMBL103355,3.0999999
1515,3.0,train,CHEMBL383322,1.6900001
1516,4.1,train,CHEMBL1480954,0.91000003
1517,0.66,train,CHEMBL1835908,2.5799999
1518,1.08,train,CHEMBL1957381,1.6
1519,1.03,train,CHEMBL526925,2.6099999
1520,1.9,train,CHEMBL606371,0.49000001
1521,2.56,train,CHEMBL482000,3.22
1522,2.61,train,CHEMBL348000,-0.69999999
1523,2.9,train,CHEMBL2048863,1.89
1524,3.31,train,CHEMBL564737,-0.34
1525,-0.9,train,CHEMBL374023,2.75
1526,1.83,train,CHEMBL2179270,-0.25999999
1527,1.46,train,CHEMBL459353,1.37
1528,0.21,train,CHEMBL2035024,2.5
1529,0.87,train,CHEMBL429405,0.38999999
1530,3.63,train,CHEMBL1890087,3.9000001
1531,3.49,train,CHEMBL1940307,2.03
1532,2.84,train,CHEMBL585367,2.47
1533,4.17,train,CHEMBL1835904,2.6800001
1534,2.68,train,CHEMBL808,2.54
1535,0.85,train,CHEMBL575311,2.5899999
1536,2.39,train,CHEMBL2207670,1.41
1537,3.8,train,CHEMBL1807856,3.1800001
1538,3.16,train,CHEMBL356894,1.78
1539,4.06,train,CHEMBL2324776,1.15
1540,3.25,train,CHEMBL1257698,2.0
1541,1.72,train,CHEMBL509881,2.7
1542,-0.7,train,CHEMBL246746,2.4400001
1543,1.48,train,CHEMBL129199,1.7
1544,2.89,train,CHEMBL1223954,2.22
1545,1.0,train,CHEMBL1373,1.12
1546,3.7,train,CHEMBL191553,3.03
1547,2.33,train,CHEMBL169901,-1.01
1548,3.07,train,CHEMBL253969,2.5
1549,1.74,train,CHEMBL2325710,1.1
1550,1.56,train,CHEMBL378094,2.4100001
1551,2.16,train,CHEMBL477772,3.3
1552,3.31,train,CHEMBL249697,0.88
1553,3.97,train,CHEMBL1088751,2.8
1554,1.0,train,CHEMBL1892375,2.9000001
1555,3.8,train,CHEMBL373974,1.1799999
1556,1.87,train,CHEMBL51085,3.3099999
1557,1.95,train,CHEMBL1916539,1.3099999
1558,0.14,train,CHEMBL381434,1.6
1559,3.7,train,CHEMBL1600099,3.3099999
1560,2.71,train,CHEMBL507142,2.77
1561,1.01,train,CHEMBL1184124,1.83
1562,2.9,train,CHEMBL486232,3.4000001
1563,-0.12,train,CHEMBL1736763,0.5
1564,3.5,train,CHEMBL1269076,3.3599999
1565,2.6,train,CHEMBL1543041,0.40000001
1566,1.0,train,CHEMBL1630140,2.5999999
1567,2.4,train,CHEMBL1170,3.3
1568,2.82,train,CHEMBL1233,2.01
1569,2.93,train,CHEMBL2332935,2.76
1570,2.8,train,CHEMBL165372,2.2
1571,1.2,train,CHEMBL11009,3.3
1572,0.19,train,CHEMBL13902,1.5599999
1573,1.2,train,CHEMBL1209429,2.8299999
1574,0.02,train,CHEMBL1075,3.0999999
1575,1.1,train,CHEMBL2158769,2.1199999
1576,0.44,train,CHEMBL457,0.72000003
1577,3.8,train,CHEMBL1209509,2.0999999
1578,3.31,train,CHEMBL179877,2.4000001
1579,3.6,train,CHEMBL1438072,0.83999997
1580,2.14,train,CHEMBL2110569,2.3
1581,3.75,train,CHEMBL433936,2.6400001
1582,1.13,train,CHEMBL258177,1.28
1583,3.65,train,CHEMBL2036747,1.02
1584,2.56,train,CHEMBL103667,4.4899998
1585,-0.31,train,CHEMBL481231,1.2
1586,3.12,train,CHEMBL1682807,3.5
1587,0.83,train,CHEMBL1650731,1.98
1588,2.41,train,CHEMBL2347762,2.71
1589,1.33,train,CHEMBL325870,2.3699999
1590,3.4,train,CHEMBL2171050,0.75
1591,1.92,train,CHEMBL403877,2.48
1592,2.9,train,CHEMBL1306071,3.6300001
1593,3.5,train,CHEMBL1939750,2.1099999
1594,2.67,train,CHEMBL475865,2.8299999
1595,0.22,train,CHEMBL2030800,-0.41999999
1596,2.76,train,CHEMBL560493,-0.85000002
1597,2.4,train,CHEMBL1778629,-0.66000003
1598,3.08,train,CHEMBL481717,2.74
1599,1.39,train,CHEMBL481596,2.6300001
1600,1.1,train,CHEMBL1809059,2.5
1601,2.06,train,CHEMBL2035020,3.2
1602,3.03,train,CHEMBL2335870,3.1099999
1603,3.8,train,CHEMBL1835903,3.22
1604,3.22,train,CHEMBL317410,3.5999999
1605,1.75,train,CHEMBL1669161,3.0
1606,3.0,train,CHEMBL66654,3.5999999
1607,0.99,train,CHEMBL1951907,1.63
1608,3.17,train,CHEMBL1560828,1.95
1609,4.3,train,CHEMBL1868126,3.96
1610,0.91,train,CHEMBL86276,1.91
1611,2.18,train,CHEMBL1916534,1.24
1612,1.76,train,CHEMBL1431736,2.2
1613,1.36,train,CHEMBL1762533,2.23
1614,2.45,train,CHEMBL1807816,1.5
1615,0.52,train,CHEMBL1485846,3.4200001
1616,3.18,train,CHEMBL1557849,3.8
1617,3.3,train,CHEMBL17157,3.99
1618,1.75,train,CHEMBL1287892,2.1700001
1619,2.72,train,CHEMBL1807821,1.09
1620,1.4,train,CHEMBL1739063,2.6099999
1621,2.7,train,CHEMBL568011,3.8299999
1622,0.05,train,CHEMBL2070943,2.4000001
1623,1.64,train,CHEMBL471579,2.04
1624,2.3,train,CHEMBL507130,3.9000001
1625,1.81,train,CHEMBL1221659,1.62
1626,2.16,train,CHEMBL480370,3.98
1627,2.57,train,CHEMBL1702519,3.4100001000000004
1628,-0.44,train,CHEMBL2070936,2.1199999
1629,0.9,train,CHEMBL474102,3.2
1630,0.76,train,CHEMBL2325742,3.3
1631,1.2,train,CHEMBL340983,4.3899999
1632,0.74,train,CHEMBL1689125,0.69999999
1633,0.05,train,CHEMBL254192,1.47
1634,2.4,train,CHEMBL2164674,1.91
1635,2.26,train,CHEMBL553,3.3499999
1636,2.9,train,CHEMBL1173655,3.7
1637,2.36,train,CHEMBL1950858,0.76999998
1638,3.04,train,CHEMBL1835909,3.4400001
1639,2.49,train,CHEMBL2031169,-0.18000001
1640,2.5,train,CHEMBL3545252,3.4000001
1641,3.18,train,CHEMBL832,-0.50999999
1642,-0.82,train,CHEMBL19224,2.8099999
1643,2.6,train,CHEMBL1762527,3.1800001
1644,2.06,train,CHEMBL186174,2.74
1645,1.85,train,CHEMBL1917427,2.23
1646,2.36,train,CHEMBL1762530,2.9400001
1647,2.79,train,CHEMBL287961,0.47
1648,1.39,train,CHEMBL478240,3.0
1649,2.17,train,CHEMBL2336327,1.3099999
1650,4.49,train,CHEMBL336399,0.77999997
1651,3.08,train,CHEMBL108200,3.0999999
1652,-0.42,train,CHEMBL51880,2.3900001
1653,3.58,train,CHEMBL2088091,2.9200001
1654,3.7,train,CHEMBL1213376,2.4100001
1655,0.5,train,CHEMBL2036753,4.2600002
1656,2.41,train,CHEMBL1362574,2.8
1657,2.4,train,CHEMBL130,1.15
1658,2.62,train,CHEMBL257830,1.95
1659,2.9,train,CHEMBL1807829,2.2
1660,2.1,train,CHEMBL1201236,-0.69999999
1661,3.05,train,CHEMBL1917457,-1.41
1662,2.55,train,CHEMBL1778372,-0.41
1663,3.62,train,CHEMBL85,2.05
1664,0.29,train,CHEMBL1343931,1.8
1665,1.06,train,CHEMBL31,-0.81999999
1666,3.91,train,CHEMBL2158778,1.9
1667,2.41,train,CHEMBL2097971,3.9000001
1668,2.3,train,CHEMBL1946016,3.28
1669,3.2,train,CHEMBL533,1.2
1670,2.77,train,CHEMBL2325997,2.7
1671,1.5,train,CHEMBL1463345,3.2
1672,1.0,train,CHEMBL1917441,1.85
1673,2.71,train,CHEMBL581893,-0.50999999
1674,2.8,train,CHEMBL10188,3.9100001
1675,1.4,train,CHEMBL517943,4.2800002
1676,2.5,train,CHEMBL1778624,0.89999998
1677,3.6,train,CHEMBL2088099,2.04
1678,1.75,train,CHEMBL2137932,2.9200001
1679,4.01,train,CHEMBL638,1.7
1680,2.84,train,CHEMBL2171025,2.24
1681,3.27,train,CHEMBL1762529,3.0
1682,4.41,train,CHEMBL1916273,0.46000001
1683,3.0,train,CHEMBL1956112,0.37
1684,1.5,train,CHEMBL87,1.12
1685,2.5,train,CHEMBL435859,-0.62
1686,0.98,train,CHEMBL1944693,0.81999999
1687,2.0,train,CHEMBL2314504,2.99
1688,1.09,train,CHEMBL2325711,3.4000001
1689,2.61,train,CHEMBL1209737,4.29
1690,1.32,train,CHEMBL473417,2.8399999
1691,2.41,train,CHEMBL150245,2.04
1692,2.9,train,CHEMBL182279,3.9000001
1693,1.79,train,CHEMBL115523,2.8
1694,2.74,train,CHEMBL25539,-1.42
1695,2.99,train,CHEMBL498,-0.33000001
1696,-1.42,train,CHEMBL2036773,2.6800001
1697,3.34,train,CHEMBL82301,2.7
1698,3.21,train,CHEMBL149444,2.5599999
1699,-0.16,train,CHEMBL2158815,2.23
1700,1.87,train,CHEMBL1200600,2.6500001
1701,3.0,train,CHEMBL187845,3.5799999
1702,-0.42,train,CHEMBL2105728,1.99
1703,1.48,train,CHEMBL54,2.6700001
1704,1.6,train,CHEMBL1916282,1.4400001
1705,1.6,train,CHEMBL424620,0.68000001
1706,2.5,train,CHEMBL277522,0.57999998
1707,3.24,train,CHEMBL288441,3.5
1708,3.05,train,CHEMBL1631471,1.5
1709,-0.51,train,CHEMBL1934269,0.93000001
1710,2.31,train,CHEMBL2086667,3.4000001
1711,1.58,train,CHEMBL84,0.31
1712,0.4,train,CHEMBL1950728,2.5999999
1713,3.3,train,CHEMBL170984,1.83
1714,2.39,train,CHEMBL186995,3.6800001
1715,1.75,train,CHEMBL1055,0.97000003
1716,-0.51,train,CHEMBL1829174,2.3
1717,1.67,train,CHEMBL1322390,3.5699999
1718,1.73,train,CHEMBL462385,2.26
1719,3.0,train,CHEMBL128088,2.22
1720,3.68,train,CHEMBL2030964,0.77999997
1721,-0.92,train,CHEMBL2207607,-0.34
1722,3.17,train,CHEMBL1835913,2.6300001
1723,1.77,train,CHEMBL934,1.45
1724,1.85,train,CHEMBL517140,1.45
1725,3.42,train,CHEMBL2086654,3.2
1726,0.2,train,CHEMBL1778995,1.8200001
1727,1.2,train,CHEMBL580,2.3800001
1728,3.51,train,CHEMBL1631467,2.79
1729,3.73,train,CHEMBL2163591,1.7
1730,2.75,train,CHEMBL515515,1.4
1731,2.44,train,CHEMBL95,0.38
1732,1.48,train,CHEMBL1465276,3.7
1733,2.0,train,CHEMBL96076,3.0999999
1734,1.77,train,CHEMBL503732,2.6300001
1735,2.1,train,CHEMBL1431112,3.0
1736,1.38,train,CHEMBL474829,2.3
1737,2.54,train,CHEMBL2088115,3.4000001
1738,2.8,train,CHEMBL1809204,3.7
1739,3.64,train,CHEMBL1796298,1.78
1740,2.4,train,CHEMBL2335878,2.29
1741,0.3,train,CHEMBL487274,2.3499999
1742,-0.98,train,CHEMBL1977402,2.0899999
1743,3.3,train,CHEMBL2179281,1.6900001
1744,2.81,train,CHEMBL1829249,2.3199999
1745,3.3,train,CHEMBL779,2.5999999
1746,2.82,train,CHEMBL1916266,0.27000001
1747,2.3,train,CHEMBL1330968,1.87
1748,0.48,train,CHEMBL1372682,3.8299999
1749,2.88,train,CHEMBL50627,1.88
1750,3.05,train,CHEMBL980,0.23999999
1751,3.08,train,CHEMBL2011920,2.5
1752,2.4,train,CHEMBL180966,2.8599999
1753,3.49,train,CHEMBL622,0.49000001
1754,0.49,train,CHEMBL1094168,3.8800001
1755,1.4,train,CHEMBL273575,2.0799999
1756,2.13,train,CHEMBL99737,1.6
1757,2.51,train,CHEMBL2177602,0.89999998
1758,3.29,train,CHEMBL894,2.1199999
1759,2.87,train,CHEMBL2153183,2.02
1760,1.69,train,CHEMBL263664,2.72
1761,2.7,train,CHEMBL56261,1.58
1762,-0.25,train,CHEMBL1442864,2.9000001
1763,2.77,train,CHEMBL2180037,3.3
1764,4.1,train,CHEMBL2087620,2.6900001
1765,2.58,train,CHEMBL1288164,2.01
1766,3.9,train,CHEMBL1917423,2.0
1767,2.31,train,CHEMBL1490,2.6800001
1768,1.58,train,CHEMBL1289113,2.6300001
1769,2.19,train,CHEMBL1778992,2.0
1770,3.53,train,CHEMBL66089,3.2
1771,1.6,train,CHEMBL365123,1.1900001
1772,2.49,train,CHEMBL235619,1.62
1773,3.61,train,CHEMBL1916285,0.28999999
1774,3.34,train,CHEMBL388335,0.60000002
1775,3.53,train,CHEMBL1682827,2.3
1776,3.65,train,CHEMBL1599290,1.5599999
1777,3.99,train,CHEMBL379866,2.4400001
1778,1.19,train,CHEMBL157101,3.7
1779,0.86,train,CHEMBL2179296,3.6800001
1780,2.6,train,CHEMBL1229592,3.9000001
1781,2.15,train,CHEMBL379082,2.3699999
1782,2.44,train,CHEMBL2023474,3.9300001
1783,3.2,train,CHEMBL1779019,2.9000001
1784,1.35,train,CHEMBL2087862,4.27
1785,1.3,train,CHEMBL1078178,2.3699999
1786,1.79,train,CHEMBL339212,2.5
1787,2.5,train,CHEMBL552513,1.33
1788,3.94,train,CHEMBL1766081,3.8
1789,3.9,train,CHEMBL655,3.4000001
1790,-0.84,train,CHEMBL1951908,3.3900001000000004
1791,0.31,train,CHEMBL592956,3.1700001
1792,3.46,train,CHEMBL1604278,1.25
1793,1.73,train,CHEMBL2088118,3.9200001
1794,2.81,train,CHEMBL1083943,1.26
1795,0.54,train,CHEMBL435,-0.09000000400000001
1796,3.22,train,CHEMBL1623850,1.6
1797,4.09,train,CHEMBL1625198,1.54
1798,2.36,train,CHEMBL1209738,2.8599999
1799,4.2,train,CHEMBL1682793,2.9000001
1800,3.6,train,CHEMBL1916544,-0.14
1801,2.6,train,CHEMBL217620,4.1999998
1802,1.24,train,CHEMBL236859,2.55
1803,2.83,train,CHEMBL29609,3.6300001
1804,3.3,train,CHEMBL11403,2.1199999
1805,2.9,train,CHEMBL188167,3.3499999
1806,3.6,train,CHEMBL1224138,1.1
1807,3.7,train,CHEMBL521262,3.4100001000000004
1808,1.88,train,CHEMBL1698351,0.30000001
1809,1.11,train,CHEMBL2179665,-0.55000001
1810,1.07,train,CHEMBL437765,1.1900001
1811,3.29,train,CHEMBL826,-0.82999998
1812,3.51,train,CHEMBL251290,2.53
1813,0.87,train,CHEMBL2334575,2.3900001
1814,2.37,train,CHEMBL142653,1.99
1815,3.6,train,CHEMBL224195,2.0999999
1816,2.18,train,CHEMBL2325703,2.6500001
1817,2.6,train,CHEMBL366947,2.48
1818,2.14,train,CHEMBL127907,2.5999999
1819,4.09,train,CHEMBL1682945,3.1500001
